nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НИКОЛАЕВСКИЙ РАЙОН"" УЛЬЯНОВСКОЙ ОБЛАСТИ";7311001056;АДМИНИСТРАЦИЯ РАЙОНА;731101001;Ульяновская обл;84.11.33;ACTIVE;Аблязова Ольга Александровна;ГЛАВА АДМИНИСТРАЦИИ РАЙОНА;1;один кандидат
"МУП Г. НОВОАЛТАЙСКА ""НТС""";2208002579;"МУП Г. НОВОАЛТАЙСКА ""НТС""";220801001;Алтайский край;35.30.14;ACTIVE;Адодин Александр Юрьевич;ДИРЕКТОР;1;один кандидат
УССУРИЙСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ТЕПЛОВЫХ СЕТЕЙ УССУРИЙСКОГО ГОРОДСКОГО ОКРУГА;2511002442;УМУПТС;251101001;Приморский край;35.30;LIQUIDATED;Панченко Олег Григорьевич;ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ КАСТОРЕНСКОГО РАЙОНА КУРСКОЙ ОБЛАСТИ;4608000548;АДМИНИСТРАЦИЯ П. НОВОКАСТОРНОЕ;460801001;Курская обл;84.11.32;ACTIVE;Степанов Василий Васильевич;ГЛАВА ПОСЕЛКА НОВОКАСТОРНОЕ;5;несколько кандидатов, взят первый
ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ДЕТСКАЯ ПОЛИКЛИНИКА № 3 ГОРОДА УФА;0278060725;ГБУЗ РБ ДЕТСКАЯ ПОЛИКЛИНИКА № 3 Г. УФА;027801001;Респ Башкортостан;86.21;ACTIVE;Бреус Анна Сергеевна;ГЛАВНЫЙ ВРАЧ;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БЛАГОУСТРОЙСТВО И РАЗВИТИЕ"" ГОРОДСКОГО ОКРУГА ВЛАСИХА МОСКОВСКОЙ ОБЛАСТИ";5032223658;"МУП ""БЛАГОУСТРОЙСТВО И РАЗВИТИЕ"" ГОРОДСКОГО ОКРУГА ВЛАСИХА";503201001;Московская обл;35.30.14;ACTIVE;Михайлов Денис Сергеевич;ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ  КРАСНЕНСКОГО  РАЙОНА  БЕЛГОРОДСКОЙ  ОБЛАСТИ;3112000678;АДМИНИСТРАЦИЯ КРАСНЕНСКОГО РАЙОНА БЕЛГОРОДСКОЙ ОБЛАСТИ;311201001;Белгородская обл;84.11.33;LIQUIDATING;Плешков Сергей Иванович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ТРЕСТ ""ТЕПЛОФИКАЦИЯ""";7414000657;"МП ТРЕСТ ""ТЕПЛОФИКАЦИЯ""";745501001;Челябинская обл;35.30.3;ACTIVE;Агафонов Вадим Владимирович;ДИРЕКТОР;1;один кандидат
"федеральное государственное казенное учреждение ""Пограничное управление Федеральной службы безопасности Российской Федерации по Республике Алтай""";0401004524;ПУ ФСБ РОССИИ ПО РЕСПУБЛИКЕ АЛТАЙ;041101001;Респ Алтай;84.24;ACTIVE;Никешин Игорь Олегович;НАЧАЛЬНИК ПОГРАНИЧНОГО УПРАВЛЕНИЯ ФСБ РОССИИ ПО РЕСПУБЛИКЕ АЛТАЙ;1;один кандидат
"АО ""СХК""";7024029499;"АО ""СХК""";702401001;Томская обл;24.46;ACTIVE;Котов Сергей Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;"отсеяно спутников: 1; несколько кандидатов, взят первый"
"федеральное казенное учреждение ""Уральское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации""";6661014645;"ФКУ ""УОУМТС МВД РОССИИ""";667101001;Свердловская обл;84.24;ACTIVE;Иванов Валерий Вячеславович;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ НАЧАЛЬНИКА;1;один кандидат
"ПАО ""Павловский автобус""";5252000350;"ПАО ""ПАВЛОВСКИЙ АВТОБУС""";525201001;Нижегородская обл;20.11;ACTIVE;;;1;один кандидат
"АО ""ДМЗ"" ИМ. Н.П. ФЕДОРОВА""";5010030050;"АО ""ДМЗ"" ИМ. Н.П. ФЕДОРОВА""";501001001;Московская обл;30.30.39;ACTIVE;Усеня Владимир Павлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""МСЗ""";5053005918;"АО ""МСЗ""";505301001;Московская обл;24.46;ACTIVE;Жиганин Алексей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
МУП 'УГХ' м.о. г.Пыть-ЯХ;8612007896;"МУП ""УГХ"" М.О.Г.ПЫТЬ-ЯХ";861201001;Ханты-Мансийский Автономный округ - Югра;35.30.14;ACTIVE;Савченко Владимир Викторович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ КОНТРАКТНОЙ СИСТЕМЫ""";5406722503;"ГКУ НСО ""УКСИС""";540601001;Новосибирская обл;84.13;ACTIVE;Литвинов Андрей Юрьевич;ДИРЕКТОР;1;один кандидат
МТУ РОСИМУЩЕСТВА В РЕСПУБЛИКЕ МОРДОВИЯ, РЕСПУБЛИКЕ МАРИЙ ЭЛ, ЧУВАШСКОЙ РЕСПУБЛИКЕ И ПЕНЗЕНСКОЙ ОБЛАСТИ;1326211305;МТУ РОСИМУЩЕСТВА В РЕСПУБЛИКЕ МОРДОВИЯ, РЕСПУБЛИКЕ МАРИЙ ЭЛ, ЧУВАШСКОЙ РЕСПУБЛИКЕ И ПЕНЗЕНСКОЙ ОБЛАСТИ;132601001;Респ Мордовия;84.11.8;ACTIVE;Ванина Инна Андреевна;РУКОВОДИТЕЛЬ;1;один кандидат
"ПАО ""Т ПЛЮС""";6315376946;"ПАО ""Т ПЛЮС""";502401001;Московская обл;35.30.11;ACTIVE;Сниккарс Павел Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"АО ""СКТБЭ""";7717633296;"АО ""СКТБЭ""";771701001;г Москва;72.19.9;ACTIVE;Пыхтин Роман Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""МЕЖДУНАРОДНЫЙ ДЕТСКИЙ ЦЕНТР ""АРТЕК""";9103003070;"ФГБОУ ""МДЦ ""АРТЕК""";910301001;Респ Крым;85.41.9;ACTIVE;Федоренко Константин Альбертович;ДИРЕКТОР;1;один кандидат
"АО ""ПОЧТА РОССИИ""";7724490000;"АО ""ПОЧТА РОССИИ""";771401001;г Москва;53.10.9;ACTIVE;Волков Михаил Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""ГАРАНТТРАНСЮГ""";6167144628;"ООО ""ГАРАНТТРАНСЮГ""";616601001;Ростовская обл;38.22;ACTIVE;Веселов Сергей Анатольевич;ДИРЕКТОР;1;один кандидат
ООО «РЭНЕРА»;5410043399;"ООО ""РЭНЕРА""";772301001;г Москва;27.20.23;ACTIVE;Михайлова Анастасия Евгеньевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
Федеральное государственное бюджетное учреждение науки Институт теплофизики им. С.С. Кутателадзе Сибирского отделения Российской академии наук;5408100040;ИТ СО РАН;540801001;Новосибирская обл;72.19.9;ACTIVE;Маркович Дмитрий Маркович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ БУРЯТИЯ""";0318009319;ФКУ ИК-1 УФСИН РОССИИ ПО РЕСПУБЛИКЕ БУРЯТИЯ;031801001;Респ Бурятия;84.23.4;ACTIVE;Партилхаев Солбон Александрович;НАЧАЛЬНИК УЧРЕЖДЕНИЯ;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВОДНОГО ТРАНСПОРТА""";5260001076;"ФГБОУ ВО ""ВГУВТ""";526001001;Нижегородская обл;85.21;ACTIVE;Кузьмичев Игорь Константинович;РЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ ""ВЫБОРГ-7"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";4704021928;"ФГБУ ТС ""ВЫБОРГ-7"" МИНЗДРАВА РОССИИ";470401001;Ленинградская обл;86.90.4;LIQUIDATED;Гриненко Александр Анатольевич;ГЛАВНЫЙ ВРАЧ;1;один кандидат
"федеральное государственное бюджетное учреждение ""Национальный исследовательский центр ""Курчатовский институт""";7734111035;"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ""";773401001;г Москва;72.19.9;ACTIVE;Ковальчук Михаил Валентинович;ПРЕЗИДЕНТ;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОЛОНИЯ-ПОСЕЛЕНИЕ № 10 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОРОНЕЖСКОЙ ОБЛАСТИ""";3621002655;ФКУ КП-10 УФСИН РОССИИ ПО ВОРОНЕЖСКОЙ ОБЛАСТИ;362101001;Воронежская обл;84.23.4;ACTIVE;Алексеев Иван Георгиевич;НАЧАЛЬНИК;1;один кандидат
"МУП ""ЛОКНЯНСКОЕ ЖКХ""";6008002667;"МУП ""ЛОКНЯНСКОЕ ЖКХ""";600801001;Псковская обл;35.30.14;ACTIVE;Фёдоров Сергей Петрович;ДИРЕКТОР;1;один кандидат
"АО ""УПТС""";2511111265;"АО ""УПТС""";251101001;Приморский край;35.30.14;ACTIVE;Попов Олег Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЛОКНЯНСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО"" ЛОКНЯНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПСКОВСКОЙ ОБЛАСТИ";6008002667;"МУП ""ЛОКНЯНСКОЕ ЖКХ""";600801001;Псковская обл;35.30.14;ACTIVE;Фёдоров Сергей Петрович;ДИРЕКТОР;1;один кандидат
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""КРИСТАЛЛ""";5249116549;"АО ""ГОСНИИ ""КРИСТАЛЛ""";524901001;Нижегородская обл;25.40;ACTIVE;Комаров Александр Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""ПРОМЫШЛЕННЫЙ КОМПЛЕКС ""ЭНЕРГИЯ""";4720011010;"АО ""ПРОМЫШЛЕННЫЙ КОМПЛЕКС ""ЭНЕРГИЯ""";472501001;Ленинградская обл;35.13;ACTIVE;Волков Алексей Викторович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КОМБИНАТ ""ВОЛЖАНКА"" УПРАВЛЕНИЯ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО ГОСУДАРСТВЕННЫМ РЕЗЕРВАМ ПО ПРИВОЛЖСКОМУ ФЕДЕРАЛЬНОМУ О";;;;;;;;;;кандидатов нет
АДМИНИСТРАЦИЯ ПРИМОРСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;4704063702;АДМИНИСТРАЦИЯ ПРИМОРСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ;470401001;Ленинградская обл;84.11.32;ACTIVE;Сахаровский Сергей Евгеньевич;ГЛАВА АДМИНИСТРАЦИИ;5;несколько кандидатов, взят первый
"АО ""ТАЙМЫРБЫТ""";8401011170;"АО ""ТАЙМЫРБЫТ""";840101001;Красноярский край;37.00;ACTIVE;Джураев Иркин Иргашевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ООО""МДТ""";7730678183;"ООО ""МДТ-СЕРВИС""";773401001;г Москва;68.10.23;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСДАЧТРЕСТ""";;5;несколько кандидатов, взят первый
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА""";2902060361;"АО ""ЦС ""ЗВЕЗДОЧКА""";290201001;Архангельская обл;30.11;ACTIVE;Маричев Сергей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МЕТАЛЛУРГИИ И МАТЕРИАЛОВЕДЕНИЯ ИМ. А.А. БАЙКОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;7736045483;ИМЕТ РАН;773601001;г Москва;72.19.9;ACTIVE;Комлев Владимир Сергеевич;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 8 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АМУРСКОЙ ОБЛАСТИ""";2801070109;ФКУ ИК-8 УФСИН РОССИИ ПО АМУРСКОЙ ОБЛАСТИ;280101001;Амурская обл;84.23.4;ACTIVE;Левшунов Олег Николаевич;НАЧАЛЬНИК УЧРЕЖДЕНИЯ;1;один кандидат
"ООО ""ДИЗАЙН СЛ""";2225062722;"ООО ""СЛ-ДИЗАЙН""";222501001;Алтайский край;43.3;ACTIVE;Великих Марина Ивановна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОРГАН МЕСТНОГО САМОУПРАВЛЕНИЯ, УПОЛНОМОЧЕННЫЙ В СФЕРЕ УПРАВЛЕНИЯ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ ГОРОДСКОГО ОКРУГА КРАСНОУФИМСК""";6619007115;"ОМС ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ ГОРОДСКОГО ОКРУГА КРАСНОУФИМСК""";661901001;Свердловская обл;84.11.35;ACTIVE;Лагунова Ирина Васильевна;НАЧАЛЬНИК;1;один кандидат
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПО ОБСЛУЖИВАНИЮ ДОРОЖНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ Г. СТАРОДУБ;;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННЫЙ ЦЕНТР ""ВОРОНЕЖСКИЙ"" ВОРОНЕЖСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ УСТЬ-ЛАБИНСКОГО РАЙОНА";2373008373;"МКУ ""АХЦ ""ВОРОНЕЖСКИЙ""";237301001;Краснодарский край;81.29.9;ACTIVE;Брюханов Евгений Александрович;ДИРЕКТОР;1;один кандидат
Индивидуальный предприниматель Шорохов Андрей Владимирович;100602288702;ИП Шорохов Андрей Владимирович;;Респ Карелия;05.01.2;LIQUIDATED;;;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 13 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО САМАРСКОЙ ОБЛАСТИ""";;;;;;;;;;кандидатов нет
"Администрация муниципального образования ""Ярцевский район"" Смоленской области";6727004489;АДМИНИСТРАЦИЯ КАПЫРЕВЩИНСКОГО СЕЛЬСКОГО ОКРУГА;672701001;Смоленская обл;;LIQUIDATED;Гращенков Константин Александрович;Глава сельской администрации;5;несколько кандидатов, взят первый
